game_pk,game_date,home_expected_runs,away_expected_runs,home_score,away_score
745111,2024-04-02,4.6377,5.2319,5,2
745273,2024-04-02,4.6377,5.2319,2,5
745439,2024-04-02,4.6377,5.2319,2,5
745598,2024-04-02,4.6377,5.2319,9,4
745680,2024-04-02,4.6377,5.2319,4,5
746009,2024-04-02,4.6377,5.2319,3,2
746086,2024-04-02,4.6377,5.2319,1,3
746169,2024-04-02,4.6377,5.2319,5,4
746411,2024-04-02,4.6377,5.2319,1,2
746814,2024-04-02,4.6377,5.2319,3,2
746898,2024-04-02,4.6377,5.2319,12,2
747057,2024-04-02,4.6377,5.2319,1,4
747220,2024-04-02,4.6377,5.2319,7,0
744869,2024-04-03,4.6377,5.2319,5,3
745114,2024-04-03,4.6377,5.2319,1,4
745275,2024-04-03,4.6377,5.2319,0,8
745440,2024-04-03,4.6377,5.2319,3,2
745603,2024-04-03,4.6377,5.2319,1,4
745678,2024-04-03,4.6377,5.2319,0,1
746008,2024-04-03,4.6377,5.2319,3,7
746083,2024-04-03,4.6377,5.2319,2,10
746163,2024-04-03,4.6377,5.2319,5,4
746407,2024-04-03,4.6377,5.2319,8,0
746900,2024-04-03,4.6377,5.2319,9,8
747059,2024-04-03,4.6377,5.2319,4,3
747219,2024-04-03,4.6377,5.2319,5,6
744870,2024-04-04,4.6377,5.2319,4,7
745200,2024-04-04,4.6377,5.2319,8,5
745843,2024-04-04,4.6377,5.2319,2,1
745844,2024-04-04,4.6377,5.2319,3,6
745928,2024-04-04,4.6377,5.2319,2,4
746327,2024-04-04,4.6377,5.2319,10,1
744874,2024-04-05,4.6377,5.2319,0,4
745033,2024-04-05,4.6377,5.2319,10,2
745361,2024-04-05,4.6377,5.2319,3,2
745524,2024-04-05,4.6377,5.2319,2,5
745764,2024-04-05,4.6377,5.2319,0,3
746007,2024-04-05,4.6377,5.2319,6,5
746249,2024-04-05,4.6377,5.2319,6,8
746328,2024-04-05,4.6377,5.2319,2,1
746497,2024-04-05,4.6377,5.2319,5,4
746576,2024-04-05,4.6377,5.2319,10,7
746733,2024-04-05,4.6377,5.2319,2,3
746897,2024-04-05,4.6377,5.2319,9,7
747143,2024-04-05,4.6377,5.2319,6,5
744873,2024-04-06,4.6377,5.2319,2,5
745031,2024-04-06,4.6377,5.2319,7,2
745197,2024-04-06,4.6377,5.2319,3,1
745359,2024-04-06,4.6377,5.2319,0,4
745522,2024-04-06,4.6377,5.2319,5,4
745766,2024-04-06,4.6377,5.2319,9,8
745926,2024-04-06,4.6377,5.2319,1,3
746006,2024-04-06,4.6377,5.2319,3,5
746248,2024-04-06,4.6377,5.2319,2,1
746329,2024-04-06,4.6377,5.2319,3,0
746498,2024-04-06,4.6377,5.2319,0,4
746575,2024-04-06,4.6377,5.2319,6,8
746731,2024-04-06,4.6377,5.2319,9,6
746896,2024-04-06,4.6377,5.2319,1,4
747140,2024-04-06,4.6377,5.2319,9,8
744871,2024-04-07,4.6377,5.2319,3,2
745032,2024-04-07,4.6377,5.2319,1,3
745198,2024-04-07,4.6377,5.2319,3,10
745362,2024-04-07,4.6377,5.2319,3,2
745523,2024-04-07,4.6377,5.2319,3,2
745765,2024-04-07,4.6377,5.2319,8,3
746003,2024-04-07,4.6377,5.2319,12,4
746251,2024-04-07,4.6377,5.2319,2,12
746330,2024-04-07,4.6377,5.2319,5,3
746493,2024-04-07,4.6377,5.2319,1,7
746574,2024-04-07,4.6377,5.2319,2,3
746734,2024-04-07,4.6377,5.2319,1,3
746895,2024-04-07,4.6377,5.2319,8,1
747141,2024-04-07,4.6377,5.2319,5,2
744956,2024-04-08,4.6377,5.2319,5,2
745034,2024-04-08,4.6377,5.2319,5,10
745194,2024-04-08,4.6377,5.2319,3,5
745363,2024-04-08,4.6377,5.2319,1,8
745432,2024-04-08,4.6377,5.2319,9,8
745520,2024-04-08,4.6377,5.2319,7,4
745761,2024-04-08,4.6377,5.2319,7,0
745925,2024-04-08,4.6377,5.2319,2,4
746252,2024-04-08,4.6377,5.2319,7,1
746569,2024-04-08,4.6377,5.2319,7,5
746654,2024-04-08,4.6377,5.2319,4,0
746735,2024-04-08,4.6377,5.2319,10,8
747142,2024-04-08,4.6377,5.2319,7,8
744957,2024-04-09,4.0052,4.6155,5,3
745030,2024-04-09,4.7252,4.6155,3,4
745195,2024-04-09,3.9481,4.6155,3,0
745357,2024-04-09,3.6934,4.6524,3,5
745433,2024-04-09,4.2821,4.6524,1,5
