game_pk,game_date,home_expected_runs,away_expected_runs,home_score,away_score
778485,2025-04-01,4.7612,4.1045,7,0
778486,2025-04-01,4.7612,4.1045,1,4
778487,2025-04-01,4.7612,4.1045,3,1
778488,2025-04-01,4.7612,4.1045,5,0
778489,2025-04-01,4.7612,4.1045,1,3
778490,2025-04-01,4.7612,4.1045,3,8
778491,2025-04-01,4.7612,4.1045,5,3
778492,2025-04-01,4.7612,4.1045,5,7
778493,2025-04-01,4.7612,4.1045,7,0
778494,2025-04-01,4.7612,4.1045,4,7
778495,2025-04-01,4.7612,4.1045,7,9
778497,2025-04-01,4.7612,4.1045,4,2
778498,2025-04-01,4.7612,4.1045,0,1
778469,2025-04-02,4.7612,4.1045,3,2
778471,2025-04-02,4.7612,4.1045,2,10
778472,2025-04-02,4.7612,4.1045,6,5
778473,2025-04-02,4.7612,4.1045,12,5
778474,2025-04-02,4.7612,4.1045,1,6
778475,2025-04-02,4.7612,4.1045,3,6
778476,2025-04-02,4.7612,4.1045,5,2
778477,2025-04-02,4.7612,4.1045,3,2
778478,2025-04-02,4.7612,4.1045,4,2
778479,2025-04-02,4.7612,4.1045,2,4
778480,2025-04-02,4.7612,4.1045,0,1
778481,2025-04-02,4.7612,4.1045,5,6
778482,2025-04-02,4.7612,4.1045,5,1
778483,2025-04-02,4.7612,4.1045,0,3
778484,2025-04-02,4.7612,4.1045,3,4
778462,2025-04-03,4.7612,4.1045,2,5
778466,2025-04-03,4.7612,4.1045,9,7
778467,2025-04-03,4.7612,4.1045,3,1
778468,2025-04-03,4.7612,4.1045,1,0
778470,2025-04-03,4.7612,4.1045,4,8
778444,2025-04-04,4.7612,4.1045,10,9
778447,2025-04-04,4.7612,4.1045,6,8
778453,2025-04-04,4.7612,4.1045,3,2
778454,2025-04-04,4.7612,4.1045,5,2
778455,2025-04-04,4.7612,4.1045,8,2
778456,2025-04-04,4.7612,4.1045,3,6
778457,2025-04-04,4.7612,4.1045,4,6
778458,2025-04-04,4.7612,4.1045,7,4
778459,2025-04-04,4.7612,4.1045,3,2
778460,2025-04-04,4.7612,4.1045,3,1
778461,2025-04-04,4.7612,4.1045,4,9
778463,2025-04-04,4.7612,4.1045,13,9
778464,2025-04-04,4.7612,4.1045,10,0
778465,2025-04-04,4.7612,4.1045,5,0
778436,2025-04-05,4.7612,4.1045,4,1
778437,2025-04-05,4.7612,4.1045,10,4
778438,2025-04-05,4.7612,4.1045,6,4
